8.343631758107906939e-38	5.760646279117794535e-24
8.343631580857245259e-37	5.804959210497264011e-24
8.343631580857246261e-36	5.834500972728693026e-24
8.343632038754789638e-35	6.019136798346299425e-24
9.995903227680446623e-34	8.567115626089990214e-24
1.156545764779204987e-32	1.211212891068081416e-23
1.404386579748772230e-31	3.330835445636685513e-23
4.807924266210808738e-30	1.565714166351965477e-22
1.569554700758486418e-28	8.493260962020868104e-22
8.049543353278943375e-27	7.710404093022768032e-21
4.104091370047027957e-26	1.936463467731056542e-20
2.008249911992246865e-25	4.864791994918719978e-20
9.508463995767528335e-25	1.221552490862560189e-19
4.350321992736018382e-24	3.069390689624394171e-19
1.914897940977587221e-23	7.710403472645451774e-19
8.058701481400324577e-23	1.936463526814610684e-18
3.230836530483839324e-22	4.865530760907105231e-18
4.344561346220565862e-22	6.124748887463802070e-18
1.185467223548028312e-21	1.222290965864442148e-17
3.166435353222566329e-21	2.438673691541350992e-17
8.310692455186995649e-21	4.866269349644829091e-17
2.151232156996131378e-20	9.711859588326032257e-17
5.515154112228532168e-20	1.937940497497618577e-16
7.218533151432849524e-20	2.440150869016797848e-16
1.345731328335471147e-19	3.867756947236045186e-16
2.502336294835788531e-19	6.130657183780712154e-16
3.411041192947317021e-19	7.717789064604915480e-16
4.160220775893210012e-19	9.719244456511960121e-16
5.667146953719447417e-19	1.223768099027223581e-15
1.050801028651695126e-18	1.939417719285730906e-15
1.946359918714167429e-18	3.075298853003307365e-15
3.603505884888307650e-18	4.875131897516413091e-15
4.677349567547897744e-18	6.138781246310792288e-15
6.362707709195922889e-18	7.725174671335268573e-15
8.657661113518540592e-18	9.734015669972665520e-15
1.177195562914600537e-17	1.225245236621271518e-14
1.601016575098847113e-17	1.543557848371115445e-14
2.067776666506359893e-17	1.943110352785689595e-14
2.812081797163315919e-17	2.446797680216988522e-14
3.823149159380315039e-17	3.081207326570878991e-14
4.914569977792957113e-17	3.880312335400026662e-14
6.682349839757224197e-17	4.886948667400894403e-14
9.087197812587819867e-17	6.153552400687944153e-14
1.235023519019284382e-16	7.747331269963000231e-14
1.679450037352667011e-16	9.763557314036988077e-14
2.145471643418675691e-16	1.228937920342251212e-13
2.389043447093903019e-16	1.361875875494194413e-13
2.717843425129702121e-16	1.547989144463240331e-13
3.695233117251393371e-16	1.949757237840322556e-13
4.804674567344333288e-16	2.455660272401238043e-13
6.447788056504376238e-16	3.175002571949458142e-13
6.517949865510213109e-16	3.293908150529345195e-13
6.899629978881484835e-16	3.861110313286516761e-13
7.515870871085186872e-16	4.881778664403938197e-13
8.121477846155580033e-16	5.881767815932402550e-13
8.946727017443121825e-16	7.184559915858633373e-13
1.006192902542618365e-15	8.832991116900644424e-13
1.155718643767072154e-15	1.086398862554044061e-12
1.041020880690464571e-14	6.226173798963438979e-12
2.143842591667660228e-14	1.246447412811411696e-11
3.880280312113756540e-14	1.871067899484997050e-11
5.992176115942451360e-14	2.496343966934196134e-11
8.412503846984265287e-14	3.122191608684835906e-11
1.111429062208144745e-13	3.748553942045298565e-11
1.408637360812523970e-13	4.375390480010202386e-11
1.732619623019208968e-13	5.002671562635437316e-11
2.083647557845088832e-13	5.630375048359139163e-11
2.462337999071061373e-13	6.258484260848191244e-11
2.869544408634723667e-13	6.886986644847367973e-11
3.306288577519030857e-13	7.515872761758915987e-11
3.773716254003242311e-13	8.145135713577904988e-11
4.273067380322587241e-13	8.774770537285798841e-11
4.805655841780131941e-13	9.404773924203574316e-11
5.364373251680912945e-13	1.003514389503217084e-10
5.938340304120953318e-13	1.054789147867764202e-10
6.629027050435147480e-13	1.117299548004669157e-10
7.381456110684187811e-13	1.179869031695578603e-10
8.201240422498511662e-13	1.242497598940492798e-10
9.093254379083503668e-13	1.305170478850910492e-10
1.006281550029958151e-12	1.367917213203833930e-10
1.111524130600715984e-12	1.430723031110761858e-10
1.225570160718164598e-12	1.493632245237198035e-10
1.348936621479844628e-12	1.556556230252135463e-10
1.482110952206294031e-12	1.619480215267072892e-10
1.625683988437559621e-12	1.682551909167021807e-10
1.780187482159682661e-12	1.745623603066970723e-10
1.946064560027698208e-12	1.808843005851931126e-10
2.123906057581652875e-12	1.872210117521903274e-10
2.314302810361592261e-12	1.935577229191875422e-10
2.517550236137539874e-12	1.998944340861847570e-10
2.734239170449542729e-12	2.062459161416831205e-10
2.965108157722657776e-12	2.125973981971814841e-10
3.210452615726908927e-12	2.189636511411810221e-10
3.470863380002341983e-12	2.253299040851805602e-10
3.746931286089003960e-12	2.317109279176812470e-10
4.039099460641928301e-12	2.381067226386830825e-10
4.347811030316152084e-12	2.445025173596849180e-10
4.673804539536730644e-12	2.509130829691879539e-10
5.017375406073689509e-12	2.573236485786909381e-10
5.379262174352084820e-12	2.637489850766951227e-10
5.759760262141940489e-12	2.701890924632004560e-10
6.159608213868315083e-12	2.766291998497057376e-10
6.579101447301230088e-12	2.830693072362110709e-10
7.018978506865745688e-12	2.895389563997187533e-10
7.479682519216894112e-12	2.960086055632263840e-10
7.961804319894724800e-12	3.024930256152351634e-10
8.465639326669258431e-12	3.089774456672439945e-10
8.991926083965552763e-12	3.154766366077539227e-10
1.010121981040259343e-11	3.285045602657761797e-10
1.131642080739294572e-11	3.414143168157891437e-10
1.264284659479702390e-11	3.544274695853102004e-10
1.408832574352044342e-11	3.675883312398428992e-10
1.567043561087958217e-11	3.807344220058743976e-10
1.738533576586414304e-11	3.938805127719058960e-10
1.925533025011087194e-11	4.071595415344478361e-10
2.127007944166896025e-11	4.204237994084886276e-10
2.344140005133933535e-11	4.338209952790398608e-10
2.579587967842407977e-11	4.472181911495910422e-10
2.832022452327215062e-11	4.607335541281515685e-10
3.104102218518564012e-11	4.743818551032224847e-10
3.395827266416454506e-11	4.880301560782934010e-10
3.707197596020886219e-11	5.016636861648631169e-10
4.039394878411951566e-11	5.154301542479433262e-10
4.393896202439768001e-11	5.293147894390328285e-10
4.772030948069438520e-11	5.433323626266327209e-10
5.172322026450846961e-11	5.574533320337407060e-10
5.596098817549098904e-11	5.715890723293498914e-10
6.046020081294402279e-11	5.858429797329682665e-10
6.520904146606664026e-11	6.002298251330971350e-10
7.023262064531081494e-11	6.146018996447248031e-10
7.551764455102551040e-11	6.292250792608722577e-10
8.108922369366268720e-11	6.438630297655208093e-10
8.693701845127153350e-11	6.587225435976867466e-10
9.308466224545391047e-11	6.735968283183538843e-10
9.953363216505993041e-11	6.885892801470303150e-10
1.062839282100895933e-10	7.038328370802263255e-10
1.133606608909948598e-10	7.190763940134224393e-10
1.284830965384814560e-10	7.500361763118517357e-10
1.449378663287725649e-10	7.816311068158307883e-10
1.628638166137791293e-10	8.136987057518470131e-10
1.822136805502974266e-10	8.465196200014222871e-10
2.031440295564397211e-10	8.798132026830347333e-10
2.256548636322060385e-10	9.139782677862155218e-10
2.497166410005940816e-10	9.487637102064449695e-10
2.756247794316269535e-10	9.841547590552218760e-10
3.032167991517919670e-10	1.020535457433576521e-09
