2.740417436603237096e-20	1.232148642765251582e-16
2.866740651577687061e-20	1.273909475543060843e-16
2.998900032321114455e-20	1.317086554894371327e-16
3.136696902842803587e-20	1.361726578084499799e-16
3.281129683471867917e-20	1.407878928895208790e-16
3.432086695522535903e-20	1.455596459797707737e-16
3.589413837025338986e-20	1.504932457565355926e-16
3.754368696316689010e-20	1.555939539548520981e-16
3.926570902527293952e-20	1.608675533580541739e-16
4.106617987701493119e-20	1.663200135826106493e-16
4.294748902272045975e-20	1.719571775194293266e-16
4.491566671477795068e-20	1.777853756204504864e-16
4.697135091114416161e-20	1.838113462199816753e-16
4.912259423391694671e-20	1.900413570808311946e-16
5.137341827926430074e-20	1.964827018190319423e-16
5.372014148876997151e-20	2.031423128062997616e-16
5.617487668753400249e-20	2.100276626226574280e-16
5.873878407534830473e-20	2.171464946340461721e-16
6.142726731877581532e-20	2.245065970998482300e-16
6.422552501632011893e-20	2.321161410402385500e-16
6.715949544799126955e-20	2.399836058185588543e-16
7.021811798320020534e-20	2.481178662717241114e-16
7.342164963420467065e-20	2.565277957429403770e-16
7.676035618428112479e-20	2.652228864128841688e-16
8.025349029539429284e-20	2.742126390691480669e-16
8.391109759875351375e-20	2.835071296528801686e-16
8.772299877574358328e-20	2.931167369215959568e-16
9.171736846025082226e-20	3.030520612796185593e-16
9.588174967560814032e-20	3.133242202467413542e-16
1.002317923886453770e-19	3.239446168464441239e-16
1.047893987387998954e-19	3.349249777645158278e-16
1.095438862478188845e-19	3.462775907861679987e-16
1.145081579531858304e-19	3.580150790333242715e-16
1.197121542358292311e-19	3.701504445354603513e-16
1.251351794049901661e-19	3.826972819868824981e-16
1.307979015696937822e-19	3.956692786024251871e-16
1.367187029848242761e-19	4.090811586563432499e-16
1.429170737852711147e-19	4.229476097397375666e-16
1.493825233408844224e-19	4.372842437812919950e-16
1.561340657535312695e-19	4.521068711322741806e-16
1.631930267436564748e-19	4.674320589102192362e-16
1.705706668395062987e-19	4.832767311344663237e-16
1.782777206134363754e-19	4.996585543189360319e-16
1.863306130100395186e-19	5.165957737470153690e-16
1.947322547660149471e-19	5.341071606387139859e-16
2.035195777981461585e-19	5.522122242997270380e-16
2.126932806569584686e-19	5.709311047946932188e-16
2.223125535851320645e-19	5.902845089377392081e-16
2.323187454415299470e-19	6.102941702569453498e-16
2.427806030884479190e-19	6.309820930357036746e-16
2.537179245206904432e-19	6.523713697099884406e-16
2.651340452533885125e-19	6.744859050293386132e-16
2.770649107444098164e-19	6.973502640842399054e-16
2.895140213408344001e-19	7.209895773657660323e-16
3.025508558616056103e-19	7.454304690253097740e-16
3.161383145758642398e-19	7.707000887818022017e-16
3.303394699800835376e-19	7.968263828881390239e-16
3.451675996625463130e-19	8.238383728105825148e-16
3.606671729876293277e-19	8.517662196256157103e-16
3.768517885280526080e-19	8.806408603013239520e-16
3.937428499041114909e-19	9.104947262229634361e-16
4.113838057154572892e-19	9.413605922125791882e-16
4.298397869321129070e-19	9.732730604730877514e-16
4.491143501770144239e-19	1.006267460869997166e-15
4.692166647315485528e-19	1.040380545529489215e-15
4.902588402182879443e-19	1.075650229427451848e-15
5.121563222154552028e-19	1.112115914173367409e-15
5.350911470885631845e-19	1.149817872746212367e-15
5.590139810763749052e-19	1.188798123202158833e-15
5.840221293522493412e-19	1.229100136310463791e-15
6.100984069308632191e-19	1.270768513527124716e-15
6.373341029518229085e-19	1.313850158147204967e-15
6.658569459569091742e-19	1.358392425731920460e-15
6.955805178679457971e-19	1.404443919837223960e-15
7.265483275759036697e-19	1.452057515247035762e-15
7.589690279668904467e-19	1.501286861651825983e-15
7.928324268311169264e-19	1.552185356361832799e-15
8.281618606578853000e-19	1.604807390384067203e-15
8.650703062933361657e-19	1.659216327716045376e-15
9.035459926916302364e-19	1.715468563973043823e-15
9.438503721409874258e-19	1.773628770128997704e-15
9.858052026337894222e-19	1.833761971827347064e-15
1.029601319974531542e-18	1.895932887340868116e-15
1.075462089273493376e-18	1.960212459422756857e-15
1.123227202900320007e-18	2.026671877517335921e-15
1.173137945867148533e-18	2.095384780249935657e-15
1.225289319353864536e-18	2.166428648712200969e-15
1.279759963554311096e-18	2.239880403033495930e-15
1.336440664485206252e-18	2.315823382982040962e-15
1.395773327498947261e-18	2.394341539243186067e-15
1.457701125669677410e-18	2.475523395352070813e-15
1.522285645328191206e-18	2.559456938697963125e-15
1.589685214870669174e-18	2.646237220212182571e-15
1.660125082244264324e-18	2.735961027901735504e-15
1.733739606996508934e-18	2.828726955737627024e-15
1.810349663876873232e-18	2.924638397302181712e-15
1.890419491124526422e-18	3.023803612057923225e-15
1.974033936844540893e-18	3.126331018381515256e-15
2.061257031080137597e-18	3.232336151405715309e-15
2.152298079141808098e-18	3.341935385618174746e-15
2.247419897640732649e-18	3.455252140900484228e-15
2.346714850306588164e-18	3.572412032938644560e-15
2.450251723851385325e-18	3.693544994529536322e-15
2.558382074717491159e-18	3.818787320998100309e-15
2.671116728200590294e-18	3.948274724811141668e-15
2.788865494900175771e-18	4.082156730651271583e-15
2.911551529178556031e-18	4.220576547120946687e-15
3.039677850595756962e-18	4.363692556325945067e-15
3.173780662756094369e-18	4.511662498384516970e-15
3.313403688043099974e-18	4.664651961954480418e-15
3.459090556226785907e-18	4.822829304434556773e-15
