0 0
2.49726266832e-31 9.76785727469e-24
1.59232961151e-30 3.08886781651e-23
1.01531714059e-29 9.76785853154e-23
6.47396674985e-29 3.08886861791e-22
4.12799546099e-28 9.76786364151e-22
2.63213377275e-27 3.08887187619e-21
1.67832747471e-26 9.76788441725e-21
1.07015195866e-25 3.08888512342e-20
6.82361000392e-25 9.76796888558e-20
4.35093849137e-24 3.08893898296e-19
1.91520611906e-23 7.75895046602e-19
8.05989460374e-23 1.94906958668e-18
3.23139393083e-22 4.89614749234e-18
4.34515486633e-22 6.16348625624e-18
1.18564313238e-21 1.22967321982e-17
3.16694782328e-21 2.45417320039e-17
8.31189540888e-21 4.89816228098e-17
2.15150851339e-20 9.77296225852e-17
5.51592582005e-20 1.95021465265e-16
7.21961650922e-20 2.45527819355e-16
1.34593216909e-19 3.89258396344e-16
2.50265717629e-19 6.16917020237e-16
3.41151253909e-19 7.76825398316e-16
4.16090509733e-19 9.00628858136e-16
5.66795253528e-19 1.1923578253e-15
1.05096729226e-18 1.89034227393e-15
1.94660294069e-18 3.09448186758e-15
3.60402462958e-18 4.90628582101e-15
4.67812642198e-18 5.96449977847e-15
6.3636400039e-18 7.51049860085e-15
8.65891291104e-18 9.79762308555e-15
1.1773808109e-17 1.23351961015e-14
1.60123790282e-17 1.55333322667e-14
2.06805906644e-17 1.88185376548e-14
2.81249423179e-17 2.46267503939e-14
3.82380238094e-17 3.10092268627e-14
4.91525504845e-17 3.74386758103e-14
6.68339184517e-17 4.91807516661e-14
9.088553628e-17 6.19444998872e-14
1.1980366146e-16 7.62213124199e-14
1.23521706126e-16 8.11143261424e-14
1.67972995688e-16 1.05199100279e-13
2.14572488836e-16 1.26434256085e-13
2.38946337202e-16 1.37074894275e-13
2.71830376692e-16 1.55797562781e-13
3.695736398e-16 2.02897311497e-13
4.80536617277e-16 2.47135505467e-13
6.22813793162e-16 3.11276926185e-13
6.44874191514e-16 3.19525113498e-13
6.51897164772e-16 3.22136171955e-13
6.9006909001e-16 3.362085339e-13
7.5170600825e-16 3.58531924977e-13
7.84176931667e-16 3.70108331105e-13
8.12268824699e-16 3.80027899021e-13
8.94809416284e-16 4.24815151686e-13
1.7802824093e-15 1.57116840962e-12
2.83166281763e-15 2.3608020097e-12
4.35250833245e-15 3.33147501367e-12
6.44262779724e-15 4.49708472696e-12
9.21000975376e-15 5.87546747712e-12
1.72632945003e-14 9.35891577198e-12
2.96129864165e-14 1.39896865307e-11
4.76000602784e-14 2.00064863872e-11
7.28050981853e-14 2.76240941569e-11
1.06972276202e-13 3.69190544294e-11
1.78631390398e-13 5.35216916679e-11
3.17892818943e-13 7.8100841287e-11
4.16933266524e-13 9.19462411155e-11
4.43777549012e-13 9.54614702302e-11
8.19192650099e-13 1.25857384721e-10
2.46440262784e-12 1.89502667189e-10
5.74941902507e-12 2.539276591e-10
1.12929409989e-11 3.19436818427e-10
1.96296233722e-11 3.86319751535e-10
3.12563621588e-11 4.54843787376e-10
4.66416309867e-11 5.25291106509e-10
6.6232421448e-11 5.97914186279e-10
9.0455895563e-11 6.72965504029e-10
1.19729300567e-10 7.5071238871e-10
1.54447575426e-10 8.31258801583e-10
1.94982524607e-10 9.15072568313e-10
2.41714214897e-10 1.0021536889e-09
2.94981401479e-10 1.09279919551e-09
3.55122839532e-10 1.18723186227e-09
4.22444234951e-10 1.28567446332e-09
4.97251293631e-10 1.38827551472e-09
5.7981667218e-10 1.49525779062e-09
6.70396502566e-10 1.60676980709e-09
7.69230392109e-10 1.72303433826e-09
8.76549685813e-10 1.84419990022e-09
9.92552679392e-10 1.97041500904e-09
1.11739635696e-09 2.10190243886e-09
1.25124596493e-09 2.23873644772e-09
1.39434937296e-09 2.38113980975e-09
1.54670658106e-09 2.52918678298e-09
1.70856545885e-09 2.68310014155e-09
1.88000862956e-09 2.84295414349e-09
2.06120133962e-09 3.00889730489e-09
2.25214358902e-09 3.1810038838e-09
