1.938936317227600392e-31 7.425648781960458452e-24
2.011058960372524852e-31 7.598821534626293188e-24
2.085864350551478472e-31 7.776032830404112899e-24
2.163452277945942450e-31 7.957376851725193685e-24
2.243926244634273576e-31 8.142949977439308917e-24
2.327393602663182036e-31 8.332850834037151242e-24
2.413965697255063113e-31 8.527180348067340441e-24
2.503758015342206480e-31 8.726041799775816102e-24
2.596890339626055587e-31 8.929540877996198735e-24
2.693486908366982966e-31 9.137785736320186349e-24
2.793676581117785520e-31 9.350887050577916070e-24
2.897593010621972568e-31 9.568958077658853621e-24
3.005374821106154273e-31 9.792114715704387749e-24
3.117165793204356173e-31 1.002047556570417501e-23
3.233115055761003977e-31 1.025416199452901802e-23
3.353377284768376014e-31 1.049329819943367585e-23
3.478112909703942842e-31 1.073801127406395016e-23
3.607488327542840121e-31 1.098843127600310762e-23
3.741676124730979259e-31 1.124469129589358673e-23
3.880855307414872210e-31 1.150692752817064092e-23
4.025211540235343845e-31 1.177527934344557495e-23
4.174937394003624666e-31 1.204988936257698527e-23
4.330232602590292545e-31 1.233090353246948638e-23
4.491304329369696280e-31 1.261847120364006908e-23
4.658367443575298998e-31 1.291274520959337272e-23
4.831644806934665099e-31 1.321388194804810092e-23
5.011367570966361420e-31 1.352204146405769058e-23
5.197775485335438214e-31 1.383738753506941228e-23
5.391117217678822689e-31 1.416008775796715407e-23
5.591650685327248683e-31 1.449031363814411653e-23
5.799643399366235889e-31 1.482824068065271655e-23
6.015372821495169998e-31 1.517404848348029032e-23
6.239126734160392731e-31 1.552792083299994584e-23
6.471203624456213070e-31 1.589004580164751950e-23
6.711913082305840848e-31 1.626061584787639988e-23
6.961576213453469704e-31 1.663982791844333316e-23
7.220526067818471922e-31 1.702788355307978870e-23
7.489108083783043454e-31 1.742498899160417679e-23
7.767680549006023836e-31 1.783135528353209482e-23
8.056615078377660797e-31 1.824719840024282699e-23
8.356297109752831526e-31 1.867273934976160979e-23
8.667126418124042386e-31 1.910820429421869218e-23
8.989517648920166332e-31 1.955382467004774427e-23
9.323900871142303834e-31 2.000983731098735858e-23
9.670722151074578960e-31 2.047648457395097799e-23
1.003044414733537460e-30 2.095401446783235636e-23
1.040354672806260414e-30 2.144268078531481559e-23
1.079052761105646644e-30 2.194274323775437943e-23
1.119190302773362654e-30 2.245446759320857113e-23
1.160820841177842176e-30 2.297812581768409391e-23
1.203999911340997541e-30 2.351399621967861964e-23
1.248785114021781028e-30 2.406236359809337237e-23
1.295236192555431690e-30 2.462351939359512354e-23
1.343415112550925797e-30 2.519776184350820261e-23
1.393386144552921290e-30 2.578539614031866376e-23
1.445215949778482122e-30 2.638673459387478570e-23
1.498973669042962955e-30 2.700209679737053570e-23
1.554731014993658002e-30 2.763180979719966313e-23
1.612562367774272192e-30 2.827620826677093872e-23
1.672544874247829170e-30 2.893563468437715945e-23
1.734758550910367883e-30 2.961043951521199112e-23
1.799286390632721019e-30 3.030098139763159737e-23
1.866214473372786475e-30 3.100762733376039042e-23
1.935632081005930894e-30 3.173075288454132000e-23
2.007631816426778626e-30 3.247074236933546658e-23
2.082309727081206149e-30 3.322798907017615130e-23
2.159765433093366846e-30 3.400289544078646649e-23
2.240102260158663949e-30 3.479587332047147541e-23
2.323427377379933773e-30 3.560734415299834017e-23
2.409851940230726056e-30 3.643773921058098685e-23
2.499491238836407565e-30 3.728749982308847943e-23
2.592464851770858090e-30 3.815707761259851347e-23
2.688896805573950952e-30 3.904693473342094349e-23
2.788915740202619207e-30 3.995754411771907897e-23
2.892655080636197353e-30 4.088938972685880600e-23
3.000253214864956739e-30 4.184296680861954639e-23
3.111853678499330267e-30 4.281878216040377640e-23
3.227605346245974601e-30 4.381735439858438320e-23
3.347662630506240460e-30 4.483921423413382209e-23
3.472185687361884489e-30 4.588490475468129994e-23
3.601340630222815590e-30 4.695498171314719050e-23
3.735299751421943257e-30 4.805001382310937647e-23
3.874241752052649845e-30 4.917058306105733022e-23
4.018351980355552548e-30 5.031728497569517572e-23
4.167822678972553138e-30 5.149072900445809510e-23
4.322853241397975258e-30 5.269153879741004041e-23
4.483650477968912800e-30 5.392035254869490761e-23
4.650428891749669596e-30 5.517782333571789071e-23
4.823410964678239164e-30 5.646461946623644937e-23
5.002827454356566250e-30 5.778142483354576004e-23
5.188917701880587295e-30 5.912893927994791688e-23
5.381929951120537788e-30 6.050787896869669384e-23
5.582121679877597618e-30 6.191897676461726694e-23
5.789759943358587515e-30 6.336298262360192988e-23
6.005121730426820671e-30 6.484066399118901899e-23
